artist_slug,production_artist_id,local_artist_id,artist_name,entity_type,status,popular,popularity_rank,artline_artist_url,current_aliases,current_birth_year,current_death_year,current_date_display,current_country_codes,current_country_relationships,geography_review_state,has_biography,current_authority_ids,current_source_urls,artworks,paintings,no_primary_image,no_displayable_image,paintings_no_displayable_image,research_gaps,proposed_name,proposed_country_codes,country_evidence_url,country_evidence_fact,proposed_birth_year,proposed_death_year,date_evidence_url,proposed_artist_authority_url,proposed_artist_source_url,research_outcome,research_notes,checked_at
rene-magritte-q7836,b9ab9123-15a8-4630-9959-767e95bb6a74,b9ab9123-15a8-4630-9959-767e95bb6a74,René Magritte,person,review,true,53,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/rene-magritte-q7836,"[""Magritte"",""Magritte, René""]",1898,1967,1898–1967,BE,"[{""country_code"":""BE"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""BE"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""3692"",""url"":""https://www.moma.org/collection/works/80065""},{""scheme"":""nga-constituent"",""id"":""2638"",""url"":""""},{""scheme"":""tate-person"",""id"":""1553"",""url"":""https://www.tate.org.uk/art/artists/rene-magritte-1553""},{""scheme"":""wikidata"",""id"":""Q7836"",""url"":""https://www.wikidata.org/wiki/Q7836""}]","[""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Ren%C3%A9_Magritte"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/80065"",""https://www.tate.org.uk/art/artists/rene-magritte-1553"",""https://www.wikidata.org/wiki/Q7836""]",35,22,35,35,22,,,,,,,,,,,,,
edgar-degas-q46373,bb849544-f7ac-4159-a34b-b861e39a7f38,bb849544-f7ac-4159-a34b-b861e39a7f38,Edgar Degas,person,review,true,38,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/edgar-degas-q46373,"[""Hilaire-Germain-Edgar De Gas""]",1834,1917,1834–1917,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1219"",""url"":""""},{""scheme"":""smk-person"",""id"":""6051_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS4324""},{""scheme"":""tate-person"",""id"":""988"",""url"":""https://www.tate.org.uk/art/artists/edgar-degas-988""},{""scheme"":""wikidata"",""id"":""Q46373"",""url"":""https://www.wikidata.org/wiki/Q46373""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS4324"",""https://collections.artsmia.org/art/2038"",""https://pantheon.world/profile/person/Edgar_Degas"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/07290005840"",""https://www.pop.culture.gouv.fr/notice/joconde/M5060000047"",""https://www.tate.org.uk/art/artists/edgar-degas-988"",""https://www.wikidata.org/wiki/Q46373""]",265,103,58,58,54,,,,,,,,,,,,,
jacques-louis-david-q83155,be6ed84d-46df-47eb-ac44-fa0208f090c6,be6ed84d-46df-47eb-ac44-fa0208f090c6,Jacques-Louis David,person,review,true,40,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/jacques-louis-david-q83155,"[""Cen David"",""David"",""david jacques-louis"",""David Jak Lui"",""David L."",""David Louis"",""jac. louis david"",""jacques l. david"",""jacques-louis david"",""Jaques Louis David"",""jean louis david"",""J. L. David"",""L. David"",""Louis David"",""Lui David"",""Lu-i Ta-wei"",""M. le baron David"",""M. Louis David"",""Ta-wei-tʻe"",""Zhak Lui David""]",1748,1825,1748–1825,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1212"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q83155"",""url"":""https://www.wikidata.org/wiki/Q83155""}]","[""https://pantheon.world/profile/person/Jacques-Louis_David"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/00000061544"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE005451"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE019011"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE029743"",""https://www.pop.culture.gouv.fr/notice/joconde/01890000741"",""https://www.pop.culture.gouv.fr/notice/joconde/06070000088"",""https://www.pop.culture.gouv.fr/notice/joconde/06770000002"",""https://www.pop.culture.gouv.fr/notice/joconde/09170002489"",""https://www.pop.culture.gouv.fr/notice/joconde/M0332000825"",""https://www.wikidata.org/wiki/Q83155""]",103,35,60,60,23,,,,,,,,,,,,,
honore-daumier-q187506,bff09643-d16c-4e9b-b1e4-bad5677121e8,bff09643-d16c-4e9b-b1e4-bad5677121e8,Honoré Daumier,person,review,true,95,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/honore-daumier-q187506,"[""Daumier"",""daumier h."",""Daumier Honoré"",""Domie"",""Domiyeh"",""H. Daumier"",""Henri Daumier"",""Honoré de Daumier"",""Honore Victorin Daumier"",""Onorē Domjē"",""Onore Viktorʹen Domʹe""]",1808,1879,1808–1879,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1209"",""url"":""""},{""scheme"":""smk-person"",""id"":""1394_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS3268""},{""scheme"":""walters-person"",""id"":""7521"",""url"":""https://purl.thewalters.org/art/37.1224""},{""scheme"":""wikidata"",""id"":""Q187506"",""url"":""https://www.wikidata.org/wiki/Q187506""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS3268"",""https://pantheon.world/profile/person/Honor%C3%A9_Daumier"",""https://purl.thewalters.org/art/37.1224"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/000PE000801"",""https://www.wikidata.org/wiki/Q187506""]",2796,21,844,844,9,,,,,,,,,,,,,
bronzino-q7803,c06635a6-e6db-4c37-82ba-0d892eb571a3,c06635a6-e6db-4c37-82ba-0d892eb571a3,Bronzino,person,review,true,86,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/bronzino-q7803,"[""A. Bronzino"",""Ag. Bronzino"",""Agniolo Bronzino"",""Agniolo Di Cosimo di Mariano Tori"",""Agniolo di Cosimo di Mariano Tori Bronzino"",""Agnolo Bronsino"",""Agnolo Bronzini"",""Agnolo Bronzino"",""Agnolo Bronzino Vecchio"",""Agnolo di Cosimo"",""Agnolo di Cosimo Allori Bronzino"",""Agnolo di Cosimo Bronzino"",""Agnolo, eigentl. Agniolo Di Cosimo Bronzino"",""Agnolo, Eigentl. Agnolo Di Cosimo Bronzino"",""Agnolo Tori di Cosimo di Mariano Bronzino"",""Allori Bronzino"",""Angelo Allori"",""Angelo Allori detto Bronzino"",""Angelo Bronzini"",""Angelo Bronzino"",""Angelo Bronzino Fiorentino"",""Angelo Bronzino Vechhio"",""Angelo di Cosimo di Mariano Bronzino"",""Angelo Di Cosimo gen. Bronzino"",""Angelo di, genannt Bronzino Cosimo"",""Angiolo Allori"",""Angiolo Bronzino"",""Angiolo Bronzino eigentl Angiolo di Cosimo di Mariano"",""angiolo bronzio"",""Brancino"",""bronçino"",""Brongino"",""bronsino"",""Bronzeno"",""Bronzina"",""Bronzini"",""Bronzino Fiorentino"",""Bronzino vecchio"",""Bronzino vechio"",""Bronzio Angelo"",""Bronzzino"",""Brunsino de Florence"",""Brunzini"",""dit le Bronzino Angiolo Allori"",""gen. bronzino agnolo di cosimo"",""Le Bronzin"",""Le Bronzino""]",1503,1572,1503–1572,IT,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""IT"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1028"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q7803"",""url"":""https://www.wikidata.org/wiki/Q7803""}]","[""https://pantheon.world/profile/person/Bronzino"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q7803""]",13,9,5,5,3,,,,,,,,,,,,,
theodore-gericault-q184212,c39a1bdf-e2a1-4c62-9149-de74131b36d5,c39a1bdf-e2a1-4c62-9149-de74131b36d5,Théodore Géricault,person,review,true,69,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/theodore-gericault-q184212,"[""Géricault"",""gericault jean-louis andre-theodore"",""i. l. gericault"",""jean andre theodore gericault"",""jean gericault"",""Jean L. And. Theodore Géricault"",""Jean Louis Andre Gericault"",""Jean Louis Andre Theodore Gericaule"",""Jean-Louis-André-Theodore Géricault"",""jean louis gericault"",""Jean Louis Theodore Gericault"",""Jean Louis Theodor Gericault"",""jean louis th. gericault"",""Jericault"",""J. L. A. Théodore Géricault"",""j. l. a. th. gericault"",""j. l. gericault"",""Teodor Zheriko"",""t. gericault"",""Theodore Gericault"",""theo. gericault"",""Theophile Gericault"",""th. gericault""]",1791,1824,1791–1824,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1334"",""url"":""""},{""scheme"":""walters-person"",""id"":""5514"",""url"":""https://purl.thewalters.org/art/37.189""},{""scheme"":""wikidata"",""id"":""Q184212"",""url"":""https://www.wikidata.org/wiki/Q184212""}]","[""https://collections.artsmia.org/art/60475"",""https://pantheon.world/profile/person/Th%C3%A9odore_G%C3%A9ricault"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.pop.culture.gouv.fr/notice/joconde/07290021834"",""https://www.wikidata.org/wiki/Q184212""]",292,39,101,101,31,,,,,,,,,,,,,
paolo-uccello-q192488,c90a7468-e048-4a36-b497-bfe638973be0,c90a7468-e048-4a36-b497-bfe638973be0,Paolo Uccello,person,review,true,96,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/paolo-uccello-q192488,"[""Paolo di Dono"",""Paolo Di Dono Uccello"",""paolo ucello"",""Paul Uccello"",""Uccello""]",1475,1475,1475–1475,,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""wikidata"",""id"":""Q192488"",""url"":""https://www.wikidata.org/wiki/Q192488""}]","[""https://pantheon.world/profile/person/Paolo_Uccello"",""https://www.wikidata.org/wiki/Q192488""]",2,2,1,1,1,country,,IT,https://collectionapi.metmuseum.org/public/collection/v1/objects/438028,"The holding museum API for object 438028 explicitly identifies Paolo Uccello (Paolo di Dono), artistNationality Italian, artistWikidata_URL Q192488. National Gallery biography corroborates identity and Renaissance practice.",,,,https://www.wikidata.org/wiki/Q192488,https://collectionapi.metmuseum.org/public/collection/v1/objects/438028,verified_metadata_only,"The Met Crucifixion triptych was sought as an additional museum painting and checked against all index rows by accession 1997.117.9, object ID 438028 and Q19904862. Returned separately as a candidate.",2026-09-15T19:16:49.818984Z
bartolome-esteban-murillo-q192062,cb5da2a8-58cd-487b-a189-8a17b78fece2,cb5da2a8-58cd-487b-a189-8a17b78fece2,Bartolomé Esteban Murillo,person,review,true,73,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/bartolome-esteban-murillo-q192062,"[""Murillo""]",1617,1682,1617–1682,ES,"[{""country_code"":""ES"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""ES"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1744"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q192062"",""url"":""https://www.wikidata.org/wiki/Q192062""}]","[""https://pantheon.world/profile/person/Bartolom%C3%A9_Esteban_Murillo"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q192062""]",26,21,7,7,7,,,,,,,,,,,,,
james-abbott-mcneill-whistler-q203643,cdb3d27d-8ee6-4c49-8942-ad330739a90d,cdb3d27d-8ee6-4c49-8942-ad330739a90d,James Abbott McNeill Whistler,person,review,true,81,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/james-abbott-mcneill-whistler-q203643,"[""James Abbot McNeill Whistler"",""James Abbot M'Neill Whistler"",""James Abbott MacNeil Whistler"",""James Abbott Mcneill Whistler"",""James Abbott McNeil Whistler"",""James Abbott M'Neill Whistler"",""James Abbott Whistler"",""James A. McNeill Whistler"",""James Mac Neill Whistler"",""James Mc Neill Whistler"",""James McNeill Whistler"",""James McNeil Whistler"",""James M'Neill Whistler"",""James Whistler""]",1834,1903,1834–1903,US,"[{""country_code"":""US"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""US"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1974"",""url"":""""},{""scheme"":""tate-person"",""id"":""598"",""url"":""https://www.tate.org.uk/art/artists/james-abbott-mcneill-whistler-598""},{""scheme"":""walters-person"",""id"":""2099"",""url"":""https://purl.thewalters.org/art/37.318""},{""scheme"":""wikidata"",""id"":""Q203643"",""url"":""https://www.wikidata.org/wiki/Q203643""}]","[""https://collections.artsmia.org/art/106530"",""https://pantheon.world/profile/person/James_Abbott_McNeill_Whistler"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.tate.org.uk/art/artists/james-abbott-mcneill-whistler-598"",""https://www.wikidata.org/wiki/Q203643""]",1847,26,560,560,6,,,,,,,,,,,,,
ilya-repin-q172911,d0c0f71d-2d33-4775-9290-ee4029860a8e,d0c0f71d-2d33-4775-9290-ee4029860a8e,Ilya Repin,person,review,true,71,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/ilya-repin-q172911,"[""Elias Efimovich Repin"",""Elias Repin"",""Elie Efimovitch Riepin"",""Elie Répine"",""I. E. Repin"",""I. E. Ri︠e︡pin"",""I. I︠A︡. Rėpin"",""Il'︠i︡a Efimovich Repin"",""Ilʹi︠a︡ Efimovich Repin"",""Ilia Efimovich Repin"",""Il'ia Efimovich Répine"",""Ilʹi︠a︡ Efimovich Ri︠e︡pin"",""Ilia E. Repin"",""Ilia Repin"",""Ilja Efimovic Repin"",""Il'ja Efimovič Repin"",""Ilja Jefimovič Rjepin"",""Ilja Jefimovitsj Repin"",""Ilja Jefimovitš Repin"",""Ilja Jefimowitsch Repine"",""Ilja Jefimowitsch Rjepin"",""Ilja Jofimowitsch Repin, lebt in Finnland Beksajassen"",""Illi︠a︡ I︠A︡fimavich Rėpin"",""Illi︠a︡ I︠U︡khymovych Ri︠e︡pin"",""Illja Juchymovyc Rjepin"",""Ilya Efimovich Repin"",""Il'ya Repin"",""Il'ya Yefimovich Repin"",""I. Repin"",""J. J. Repin"",""J. Repin"",""Repin"",""Илья Ефимович Репин"",""Илья Ефимович Репин""]",1844,1930,1844–1930,RU,"[{""country_code"":""RU"",""relationship_type"":""cultural_affiliation"",""is_primary"":false},{""country_code"":""UA"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""tate-person"",""id"":""1829"",""url"":""https://www.tate.org.uk/art/artists/ilya-repin-1829""},{""scheme"":""wikidata"",""id"":""Q172911"",""url"":""https://www.wikidata.org/wiki/Q172911""}]","[""https://pantheon.world/profile/person/Ilya_Repin"",""https://rusmuseumvrm.ru/reference/classifier/author/repin_ie/index.php"",""https://www.tate.org.uk/art/artists/ilya-repin-1829"",""https://www.wikidata.org/wiki/Q172911""]",159,105,117,117,63,,,,,,,,,,,,,
giorgione-q8459,d2d0e039-b6a3-4d83-91ca-e158a8acd733,d2d0e039-b6a3-4d83-91ca-e158a8acd733,Giorgione,person,review,true,58,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/giorgione-q8459,"[""Barbarella Giorgio detto il Giorgione"",""Cavaglier Georgione"",""Dzhordzhone"",""G. Barbarelli"",""genannt Giorgione Georgius Parbarelli"",""Georgeon"",""Georgeone"",""Georgeonia"",""Georges Giorgion"",""Georgini"",""Georgio Castil. Franco"",""Georgion"",""Georgione"",""Georgione da Castel Franco"",""Georgione de Castel Franco"",""Georgioni"",""Georgon"",""Georgon del Castelfranco"",""Georgone"",""Georgoni"",""G. Gorgion"",""Gieorgione"",""Giogone"",""Giorgeone"",""Giorgeoni"",""Giorgio"",""Giorgio Barbarelli"",""Giorgio Barbarelli detto Giorgione"",""Giorgio Barbarelli gen. Giorgione"",""Giorgio Barbarelli Giorgione"",""Giorgio Barbarelli, known as Giorgione"",""Giorgio da Castelfranco"",""Giorgion"",""Giorgion da Castel Franco"",""Giorgion de Castel Franco"",""Giorgion del Castel Franco"",""Giorgion di Castelfranco"",""Giorgione da Castelfranco"",""Giorgione da Castel-Franco"",""Giorgione de Castel Franco"",""Giorgione del Castel-franco"",""Giorgione di Castelfranco"",""Giorgione di Castel Franco"",""Giorgione (Giorgio Da Castelfranco)"",""Giorgione of Castel Franco"",""Giorgioni"",""Giorgioni da Castel Franco"",""Giorgioni di Castelfranco"",""Giorgon"",""Giorgone"",""Giorgoni"",""Guarcyn de Castel Franco"",""Il Giorgione Giorgio Barbarelli"",""Jorge del Castel Franco"",""Jorjion de Castelfranco"",""Le Géorgion"",""Le Giorgion"",""Le Giorgion de Castel Franco"",""Master of the Allendale Adoration"",""Sjorjon"",""Zorzi"",""Zorzi da Castelfrancho"",""Zorzi da Castelfranco"",""Zorzi de Castelfranco"",""Zorzo"",""Zorzo da Castelfranco"",""Zorzon"",""Zorzon de Castelfranco"",""Zorzone"",""Zorzon maestro de Ticiano""]",1478,1510,1478–1510,,"[{""country_code"":""IT"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""nga-constituent"",""id"":""1341"",""url"":""""},{""scheme"":""wikidata"",""id"":""Q8459"",""url"":""https://www.wikidata.org/wiki/Q8459""}]","[""https://pantheon.world/profile/person/Giorgione"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q8459""]",3,3,1,1,1,country,,IT,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,"Official NGA constituent 1341, Giorgione, Wikidata Q8459: nationality = Italian; displaydate = Venetian, 1477/1478 - 1510. Preserve the Venetian display label alongside nationality Italian. NGA gives 1477/1478 while the National Gallery, London gives 1473/4?; no birth-year replacement proposed.",,,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,verified_metadata_only,Country evidence researched. Additional museum paintings were sought in the NGA objects dataset and checked against the complete supplied active/archived index and redirects. See duplicate_check_audit.csv.,2026-09-15T19:16:49.818984Z
georges-braque-q153793,d4825e91-04db-4f26-8af5-315168b860f0,d4825e91-04db-4f26-8af5-315168b860f0,Georges Braque,person,review,true,55,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/georges-braque-q153793,"[""Braque"",""G. Braque"",""geo. braque"",""George B."",""George Braque"",""Giorgio Braque"",""S Braque""]",1882,1963,1882–1963,FR,"[{""country_code"":""FR"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""FR"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""moma-person"",""id"":""744"",""url"":""https://www.moma.org/collection/works/78315""},{""scheme"":""nga-constituent"",""id"":""1027"",""url"":""""},{""scheme"":""smk-person"",""id"":""1509_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMS7384""},{""scheme"":""tate-person"",""id"":""803"",""url"":""https://www.tate.org.uk/art/artists/georges-braque-803""},{""scheme"":""wikidata"",""id"":""Q153793"",""url"":""https://www.wikidata.org/wiki/Q153793""}]","[""https://api.smk.dk/api/v1/art?object_number=KMS7384"",""https://media.githubusercontent.com/media/MuseumofModernArt/collection/7f1a337ee48e7daa05b5fdbc575a1797ac23b6cf/Artists.csv"",""https://pantheon.world/profile/person/Georges_Braque"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.moma.org/collection/works/78315"",""https://www.pop.culture.gouv.fr/notice/joconde/07200000074"",""https://www.tate.org.uk/art/artists/georges-braque-803"",""https://www.wikidata.org/wiki/Q153793""]",209,70,209,209,70,,,,,,,,,,,,,
j-m-w-turner-q159758,d6e11ae7-c271-4b19-92d8-71c00c865288,d6e11ae7-c271-4b19-92d8-71c00c865288,J. M. W. Turner,person,review,true,66,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/j-m-w-turner-q159758,"[""James Mallord William Turner"",""JMW Turner"",""Joseph Mallard William Turner"",""Joseph Mallord William Turner"",""Joseph Mallord W. Turner"",""William Turner""]",1775,1851,1775–1851,GB,"[{""country_code"":""GB"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""GB"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",classified,true,"[{""scheme"":""nga-constituent"",""id"":""1939"",""url"":""""},{""scheme"":""tate-person"",""id"":""558"",""url"":""https://www.tate.org.uk/art/artists/joseph-mallord-william-turner-558""},{""scheme"":""walters-person"",""id"":""2991"",""url"":""https://purl.thewalters.org/art/37.933""},{""scheme"":""wikidata"",""id"":""Q159758"",""url"":""https://www.wikidata.org/wiki/Q159758""}]","[""https://pantheon.world/profile/person/J._M._W._Turner"",""https://purl.thewalters.org/art/37.924"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.tate.org.uk/art/artists/joseph-mallord-william-turner-558"",""https://www.wikidata.org/wiki/Q159758""]",345,297,307,307,273,,,,,,,,,,,,,
wassily-kandinsky-q61064,dbb4667d-1499-47ec-a437-b4e47c8d35ee,dbb4667d-1499-47ec-a437-b4e47c8d35ee,Wassily Kandinsky,person,review,true,28,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/wassily-kandinsky-q61064,"[""Basile W. Kandinsky"",""Kandinsky"",""Vasilii Vasilevich Kandinskii"",""Vasilĭi Vasilʹevich Kandinskĭi"",""Vasilij Kandinski"",""Vasilij Kandinskij"",""Vasilij Vasil'evič Kandinskij"",""Vasilij Vasilijevitch Kandynski"",""Vasili Vasileevich Kandinsky"",""Vasili Vasil'evich Kandinski"",""Vasili Vasilevich Kandinsky"",""Vasily Kandinsky"",""Vasily Vasil'yevich Kandinsky"",""Vassily Kandinsky"",""Wahsili Kang-ting-ssu-chi"",""Wassili Kandinsky"",""Wassily Kandinski"",""Wassily Wassiljewitsch Kandinsky"",""Wassily Wassilyevich Kandinsky"",""w. kandinsky"",""Василий Васильевич Кандинский""]",1866,1944,1866–1944,RU,"[{""country_code"":""RU"",""relationship_type"":""birth"",""is_primary"":false},{""country_code"":""RU"",""relationship_type"":""cultural_affiliation"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""moma-person"",""id"":""2981"",""url"":""https://www.moma.org/collection/works/80104""},{""scheme"":""nga-constituent"",""id"":""1431"",""url"":""""},{""scheme"":""tate-person"",""id"":""1382"",""url"":""https://www.tate.org.uk/art/artists/wassily-kandinsky-1382""},{""scheme"":""wikidata"",""id"":""Q61064"",""url"":""https://www.wikidata.org/wiki/Q61064""}]","[""https://pantheon.world/profile/person/Wassily_Kandinsky"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://rusmuseumvrm.ru/reference/classifier/author/kandinskiy_vv/index.php"",""https://www.moma.org/collection/works/80104"",""https://www.tate.org.uk/art/artists/wassily-kandinsky-1382"",""https://www.wikidata.org/wiki/Q61064""]",114,39,100,100,27,,,,,,,,,,,,,
peter-paul-rubens-q5599,e23c26f2-d022-4b0c-8319-138ee7ffb169,e23c26f2-d022-4b0c-8319-138ee7ffb169,Peter Paul Rubens,person,review,true,11,https://artline-web-lpuqqlugnq-ew.a.run.app/artists/peter-paul-rubens-q5599,"[""Peter Paul Ruebens"",""Petri Paulo Rubbens"",""Pierre Rubens"",""Pieter Paul Rubbens"",""Pieter Paul Rubens""]",1577,1640,1577–1640,,"[{""country_code"":""DE"",""relationship_type"":""birth"",""is_primary"":false}]",not_reviewed,true,"[{""scheme"":""nga-constituent"",""id"":""1847"",""url"":""""},{""scheme"":""smk-person"",""id"":""1899_person"",""url"":""https://api.smk.dk/api/v1/art?object_number=KMSsp197""},{""scheme"":""walters-person"",""id"":""2413"",""url"":""https://purl.thewalters.org/art/37.1""},{""scheme"":""wikidata"",""id"":""Q5599"",""url"":""https://www.wikidata.org/wiki/Q5599""}]","[""https://api.smk.dk/api/v1/art?object_number=KMSsp197"",""https://collections.artsmia.org/art/320"",""https://pantheon.world/profile/person/Peter_Paul_Rubens"",""https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/f088836026d09d0d25001814fba0f84d757ebe62/data/constituents.csv"",""https://www.wikidata.org/wiki/Q5599""]",165,102,99,99,48,country,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,"Official NGA constituent 1847, Sir Peter Paul Rubens, Wikidata Q5599: nationality = Flemish; displaydate = Flemish, 1577 - 1640. Flemish is the documented cultural label. German birthplace and periods in Italy do not establish DE or IT affiliation. A modern-country mapping needs review.",,,,,https://raw.githubusercontent.com/NationalGalleryOfArt/opendata/main/data/constituents.csv,needs_review,Country evidence researched. Additional museum paintings were sought in the NGA objects dataset and checked against the complete supplied active/archived index and redirects. See duplicate_check_audit.csv.,2026-09-15T19:16:49.818984Z
